eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,2,1,6,2,11,1,1,3,[21.56883822 19.15216898 22.1003548 ],0.4283927781417886,3
1,1,0,1,7,1,12,8,1,2,[44.54958387 15.59711411 45.91560448],-32.110935092569484,2
2,2,1,1,9,1,15,6,1,1,[44.16501637 15.6666581  45.44593032],-32.110935092569484,1
3,3,2,0,2,2,10,3,2,0,[21.67489602 18.4865234  22.28630937],0.4283927781417886,0
4,4,4,2,3,2,13,2,2,5,[16.29309412 18.04479303 29.81607979],-1.6797169083953785,5
5,5,5,2,8,0,14,9,2,4,[16.04253434 18.73309336 30.65237777],-1.6797169083953785,4
6,6,1,2,7,1,18,2,1,7,[23.89091037 19.12319485 24.46132549],6.500000000000004,7
7,7,1,2,0,1,16,4,2,6,[24.06865178 19.01319462 25.29112551],6.500000000000004,6
8,8,2,1,9,2,19,5,2,-2,-2,-2,-2
9,9,7,1,9,3,17,9,2,-2,-2,-2,-2
10,3,3,2,5,3,20,1,1,-2,-2,-2,-2
11,0,1,1,9,1,22,1,1,1,[12.89531715 20.97788194  9.57590356],46.07575939866466,12
12,1,8,1,4,1,21,5,0,0,[13.06592143 20.78220777 10.89741398],46.07575939866466,11
13,4,2,2,0,3,24,1,1,-2,-2,-2,-2
14,5,9,2,1,3,29,5,2,6,[14.75476277 22.3380348  13.22132897],50.34556688313771,18
15,2,6,1,5,3,23,4,1,-2,-2,-2,-2
16,7,4,2,7,2,25,4,0,9,[12.26563101 22.64540625  7.56309425],54.778013719257515,17
17,9,9,2,5,2,26,2,1,7,[12.16480781 22.38904059  8.80312489],54.778013719257515,16
18,6,2,1,9,2,28,7,2,5,[14.78015752 21.19407246 13.25805945],50.34556688313771,14
19,8,5,2,9,0,27,4,0,-2,-2,-2,-2
20,3,1,1,7,1,30,5,2,-2,-2,-2,-2
21,1,5,0,9,3,31,7,0,-2,-2,-2,-2
22,0,1,1,9,2,36,7,0,4,[23.69601203 19.18329358 21.96557228],59.80381766298587,24
23,2,4,1,3,3,32,2,1,7,[15.84231136 16.66638623 30.11406686],50.90617349758039,25
24,4,1,1,7,2,34,5,0,0,[24.4639407  18.94871601 22.98139121],59.80381766298587,22
25,7,4,0,3,2,33,5,2,2,[15.25773558 16.33783938 30.50260859],50.90617349758039,23
26,9,2,1,3,2,35,7,0,-2,-2,-2,-2
27,8,4,0,9,1,37,8,1,-2,-2,-2,-2
28,6,7,2,9,0,38,5,2,5,[10.90566918 18.6154572  32.66727235],59.244234335598655,29
29,5,5,2,1,2,39,6,2,6,[11.18862327 17.46223248 32.63390232],59.244234335598655,28
30,3,5,2,3,0,42,6,0,-2,-2,-2,-2
31,1,7,0,2,2,40,2,1,2,[22.11708023 23.83576861  1.83146407],108.95035857609955,32
32,2,2,1,2,2,41,9,0,1,[22.04806674 23.7825631   2.04881324],108.95035857609955,31
33,7,5,2,3,0,44,8,1,4,[16.88506685 19.6730051  14.55338965],97.52784251818144,34
34,4,5,0,3,1,43,6,1,7,[16.40943458 20.16262612 13.54342502],97.52784251818144,33
35,9,7,0,0,1,46,7,0,0,[10.11589085 19.14405551 19.61780734],90.79067838610902,36
36,0,7,0,9,2,45,0,0,9,[ 9.82436658 18.92492367 20.60992149],90.79067838610902,35
37,8,8,1,5,3,47,4,1,-2,-2,-2,-2
38,6,5,2,6,2,48,5,0,-2,-2,-2,-2
39,5,6,2,1,1,49,2,2,-2,-2,-2,-2
40,1,2,1,3,0,51,1,1,-2,-2,-2,-2
