eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,7,0,3,1,10,4,1,1,[ 9.93252012 19.13725136 19.65838477],0.4999999999999982,1
1,1,7,0,1,3,11,1,1,0,[ 9.44408667 18.9519807  20.38527274],0.4999999999999982,0
2,2,7,2,5,3,13,2,1,6,[ 9.26653053 18.55080296 26.70283897],-0.19876859850823902,6
3,3,7,0,2,3,12,1,0,-2,-2,-2,-2
4,4,1,1,9,2,16,5,1,5,[10.19303031 22.76020239  6.47606238],27.896473147118552,5
5,5,9,2,7,2,14,9,2,4,[ 9.9006159  23.12016706  5.26669484],27.896473147118552,4
6,6,6,1,1,0,15,8,2,2,[ 9.27037801 18.75974071 27.23585049],-0.19876859850823902,2
7,7,6,2,1,3,18,5,0,-2,-2,-2,-2
8,8,5,2,0,3,19,7,1,9,[ 5.513539   14.26367655 41.963837  ],-14.142503876200411,9
9,9,5,1,1,2,17,2,1,8,[ 5.73247439 14.82269508 40.84878609],-14.142503876200411,8
10,0,4,1,4,1,20,8,2,-2,-2,-2,-2
11,1,1,1,4,2,22,8,0,2,[25.81170473 17.85223757 27.72960105],23.17617205777766,13
12,3,1,0,4,1,21,5,2,-2,-2,-2,-2
13,2,2,1,8,0,23,2,2,1,[25.44112378 18.69516964 28.22601367],23.17617205777766,11
14,5,9,2,2,2,28,6,1,6,[ 7.08125846 19.67071447 21.95156162],37.537140320998134,15
15,6,8,2,9,0,26,6,0,5,[ 7.1753881  19.24540093 21.87747567],37.537140320998134,14
16,4,5,1,5,1,25,9,2,7,[14.59019695 19.37040769 20.43218563],38.63012124137604,18
17,9,2,1,7,1,27,1,0,-2,-2,-2,-2
18,7,5,0,3,0,24,8,1,4,[14.5777826  19.08763647 19.83579047],38.63012124137604,16
19,8,7,1,0,3,29,3,2,-2,-2,-2,-2
20,0,8,2,3,0,30,0,1,-2,-2,-2,-2
21,3,5,2,6,2,31,7,2,1,[13.7004994  21.63784839 12.43661206],67.50921882391708,22
22,1,8,0,2,3,33,5,0,3,[13.79777266 21.90416448 12.07737451],67.50921882391708,21
23,2,2,2,9,1,37,3,1,7,[14.28993381 20.52884013 13.85767048],74.4834303441077,24
24,7,8,1,2,1,36,7,1,2,[14.3073877  20.51353634 12.71192073],74.4834303441077,23
25,4,9,2,8,2,35,2,0,5,[ 3.38056369 17.03621004 34.69455611],49.79057335225664,28
26,6,6,0,6,1,32,6,1,-2,-2,-2,-2
27,9,1,0,2,2,34,1,1,-2,-2,-2,-2
28,5,6,1,0,2,38,7,2,4,[ 3.16861025 16.13897915 35.14872596],49.79057335225664,25
29,8,3,2,9,3,39,1,0,-2,-2,-2,-2
30,0,0,1,1,0,40,0,2,-2,-2,-2,-2
31,3,7,2,6,2,42,1,1,6,[ 7.71739681 16.19691686 38.75418429],65.1872970527679,32
32,6,6,1,4,2,43,5,0,3,[ 8.00493217 15.47401518 38.02829784],65.1872970527679,31
33,1,5,0,8,0,41,5,1,-2,-2,-2,-2
34,9,1,1,6,3,45,9,2,4,[20.91191779 20.92942557 16.52801608],94.56500018942238,35
35,4,2,0,4,3,44,2,1,9,[20.66276321 20.69203373 15.48849648],94.56500018942238,34
36,7,7,1,9,1,46,7,2,-2,-2,-2,-2
37,2,3,1,5,2,47,7,0,-2,-2,-2,-2
38,5,7,2,5,2,48,9,2,-2,-2,-2,-2
39,8,1,0,9,3,51,5,1,-2,-2,-2,-2
40,0,0,2,4,0,52,4,0,3,[39.44423623 17.14706225 57.8182221 ],65.6003541900349,42
41,1,5,1,5,1,50,4,0,6,[14.52792547 19.1194549  22.12702726],107.54445457070494,43
42,3,1,1,5,0,53,5,1,0,[39.5696387  16.73462522 58.28992188],65.6003541900349,40
43,6,5,0,6,0,49,3,0,1,[14.65096574 18.9522354  21.6692222 ],107.54445457070494,41
44,4,2,1,4,2,54,7,2,-2,-2,-2,-2
45,9,9,2,0,3,57,6,1,-2,-2,-2,-2
46,7,7,2,7,0,56,1,2,-2,-2,-2,-2
47,2,7,0,6,2,55,0,0,-2,-2,-2,-2
48,5,9,2,3,0,61,0,0,-2,-2,-2,-2
49,6,3,0,4,0,58,2,0,1,[18.46677881 19.7082616  11.4320624 ],140.9238533949759,50
50,1,4,0,3,1,59,4,0,6,[18.16973735 20.39719038 12.14456964],140.9238533949759,49
51,8,5,1,6,0,62,7,0,3,[14.46513649 19.11731825 21.75258873],134.80797640919693,53
52,0,4,0,4,1,60,9,1,-2,-2,-2,-2
53,3,5,1,5,0,63,9,0,8,[14.49056577 19.02659084 23.14384538],134.80797640919693,51
54,4,7,2,9,3,64,1,2,-2,-2,-2,-2
55,2,0,0,8,0,65,8,2,-2,-2,-2,-2
56,7,1,2,9,1,67,6,1,-2,-2,-2,-2
57,9,6,1,5,0,69,8,2,-2,-2,-2,-2
58,6,2,0,5,3,68,0,2,1,[15.28147336 25.49854115  1.96224697],175.72048422286113,59
59,1,4,0,5,3,66,3,0,6,[15.26692104 25.52204163  1.89611299],175.72048422286113,58
60,0,9,1,9,2,-1,-1,-1,3,[ 5.15276757 19.92528924 18.75242101],160.37824030626166,63
61,5,0,0,5,2,-1,-1,-1,-2,-2,-2,-2
62,8,7,0,5,2,-1,-1,-1,-2,-2,-2,-2
63,3,9,0,7,2,-1,-1,-1,0,[ 4.98754664 19.12998525 19.82579164],160.37824030626166,60
64,4,1,2,5,3,-1,-1,-1,-2,-2,-2,-2
65,2,8,2,9,2,-1,-1,-1,-2,-2,-2,-2
