eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,5,2,0,1,14,3,0,1,[21.43175014 20.81497782 11.69915624],16.62004466426055,1
1,1,0,2,4,1,12,7,2,0,[21.42292654 20.79389568 11.85819191],16.62004466426055,0
2,2,1,0,4,1,10,3,2,-2,-2,-2,-2
3,3,6,1,3,3,11,8,2,5,[17.15529274 23.29960426  8.9743987 ],19.658909114239886,5
4,4,4,2,7,3,18,4,0,-2,-2,-2,-2
5,5,7,0,2,3,16,9,1,3,[16.83949588 22.79023079  9.58384796],19.658909114239886,3
6,6,8,1,8,0,13,0,1,-2,-2,-2,-2
7,7,7,0,4,2,15,0,0,8,[17.79563095 23.97106777  1.31409696],30.312689707508284,8
8,8,0,0,4,2,17,0,1,7,[17.82842934 23.65265139  2.53168142],30.312689707508284,7
9,9,4,2,8,2,19,0,0,-2,-2,-2,-2
10,2,3,2,4,1,20,1,1,0,[18.96096908 19.67611479 20.29030711],30.473548479462192,14
11,3,8,2,8,1,23,5,2,-2,-2,-2,-2
12,1,7,2,9,3,26,0,1,5,[ 6.29334911 25.39301089  2.34644926],56.47161290809495,16
13,6,0,1,1,1,22,2,2,-2,-2,-2,-2
14,0,3,0,0,3,21,5,1,2,[19.2647623  19.02639194 20.17586808],30.473548479462192,10
15,7,0,0,7,1,27,6,0,-2,-2,-2,-2
16,5,9,1,9,3,25,7,2,1,[ 6.25666146 25.6406439   1.51364572],56.47161290809495,12
17,8,0,1,6,2,29,1,2,-2,-2,-2,-2
18,4,4,0,8,2,24,4,0,-2,-2,-2,-2
19,9,0,0,0,0,28,8,1,-2,-2,-2,-2
20,2,1,1,8,3,33,3,0,0,[17.91958395 21.6249956  14.31127609],64.49262684557134,21
21,0,5,1,1,3,32,9,0,2,[18.00666391 21.36649385 15.13510567],64.49262684557134,20
22,6,2,2,2,0,31,1,0,3,[21.1392736  16.76000174 64.44786863],11.31202317551854,23
23,3,5,2,7,0,35,4,2,6,[21.2344942  16.68517405 65.72953146],11.31202317551854,22
24,4,4,0,1,1,30,7,2,-2,-2,-2,-2
25,5,7,2,9,1,37,7,1,9,[ 8.0581267  20.51688183 13.94787937],70.00730064275923,28
26,1,0,1,9,2,38,5,2,-2,-2,-2,-2
27,7,6,0,3,3,34,5,0,-2,-2,-2,-2
28,9,8,1,8,2,36,0,0,5,[ 7.80965994 21.06394966 13.82154555],70.00730064275923,25
29,8,1,2,9,3,39,5,0,-2,-2,-2,-2
30,4,7,2,2,2,46,2,1,9,[18.62569683 22.4945674   8.29269587],102.37456953154144,36
31,6,1,0,2,3,40,1,0,2,[25.26016032 15.50733216 30.07904235],70.67159282515892,33
32,0,9,0,9,3,41,7,2,-2,-2,-2,-2
33,2,3,0,8,3,43,1,2,6,[25.19376403 15.576752   29.88368427],70.67159282515892,31
34,7,5,0,7,1,42,6,1,-2,-2,-2,-2
35,3,4,2,5,3,47,9,1,5,[15.31583003 25.33076134  2.56804063],110.71162821827804,37
36,9,0,0,5,2,44,2,0,4,[18.58404124 22.41379531  7.26891229],102.37456953154144,30
37,5,7,1,5,3,45,7,0,3,[15.43612446 25.70257079  1.31628844],110.71162821827804,35
38,1,5,2,5,2,48,9,2,8,[14.66584933 20.01287074 20.29656515],97.94520733543924,39
39,8,5,0,0,2,49,7,2,1,[14.99643845 19.26078671 19.32562321],97.94520733543924,38
40,6,1,0,0,1,50,8,0,-2,-2,-2,-2
41,0,7,2,4,3,52,6,2,2,[ 24.67998061  31.40102365 -19.04043373],159.4480671519068,43
42,7,6,1,7,0,51,9,0,-2,-2,-2,-2
43,2,1,2,1,3,54,0,1,0,[ 24.47732399  31.0670381  -17.85153646],159.4480671519068,41
44,9,2,0,8,1,53,3,0,-2,-2,-2,-2
45,5,7,0,0,3,57,7,0,4,[18.11755369 22.28125112 11.01619485],125.80182423391325,46
46,4,2,1,5,2,55,2,2,5,[18.13329564 21.70544228 11.04361442],125.80182423391325,45
47,3,9,1,5,3,56,0,1,-2,-2,-2,-2
48,1,9,2,4,2,59,4,0,-2,-2,-2,-2
49,8,7,2,8,1,58,2,0,6,[ 9.33837225 20.00801011 17.78661467],131.2964294856224,50
50,6,8,0,1,2,60,3,0,8,[ 9.32096845 19.63095691 17.91013863],131.2964294856224,49
51,7,9,0,0,1,64,0,1,-2,-2,-2,-2
52,0,6,2,8,0,63,9,1,5,[11.00167633 19.48322562 17.80396897],143.57847984334484,57
53,9,3,0,4,3,61,7,2,-2,-2,-2,-2
54,2,0,1,0,1,62,6,2,-2,-2,-2,-2
55,4,2,2,1,2,65,0,1,3,[23.48986577 22.31191955  9.17615631],156.2270142751981,56
56,3,0,1,2,3,66,4,1,4,[23.78456834 23.00960235  9.89861741],156.2270142751981,55
57,5,7,0,1,1,67,8,1,0,[10.75870278 19.28902809 18.75324393],143.57847984334484,52
58,8,2,0,7,3,69,0,0,-2,-2,-2,-2
59,1,4,0,2,0,68,5,2,-2,-2,-2,-2
60,6,3,0,1,0,-1,-1,-1,-2,-2,-2,-2
61,9,7,2,4,0,-1,-1,-1,-2,-2,-2,-2
62,2,6,2,3,2,-1,-1,-1,-2,-2,-2,-2
63,0,9,1,4,0,-1,-1,-1,-2,-2,-2,-2
64,7,0,1,7,2,-1,-1,-1,4,[26.12917264 19.18829337 21.9439211 ],165.44816726333485,65
65,4,0,1,7,0,-1,-1,-1,7,[26.90903635 19.03865756 22.95880865],165.44816726333485,64
66,3,4,1,5,0,-1,-1,-1,-2,-2,-2,-2
67,5,8,1,4,3,-1,-1,-1,-2,-2,-2,-2
68,1,5,2,5,1,-1,-1,-1,-2,-2,-2,-2
69,8,0,0,6,1,-1,-1,-1,-2,-2,-2,-2
