eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,9,0,7,1,11,2,1,-2,-2,-2,-2
1,1,2,0,3,0,10,2,0,-2,-2,-2,-2
2,2,4,1,7,0,12,7,1,4,[13.26109232 19.86511518 10.28551956],16.137889425626337,4
3,3,7,0,4,3,13,8,2,-2,-2,-2,-2
4,4,3,0,8,1,15,3,1,2,[13.76980296 20.62839838 10.76572976],16.137889425626337,2
5,5,1,0,4,0,14,8,2,8,[ 11.47023842  21.64106231 -14.73950369],46.225908459093866,8
6,6,8,0,1,2,18,0,1,7,[16.25716299 21.56481473 10.51530795],20.783161303207397,7
7,7,1,0,8,3,19,4,2,6,[16.29257036 22.29532793 10.97658055],20.783161303207397,6
8,8,9,0,8,0,16,7,0,5,[ 11.55681683  21.55817379 -13.61713129],46.225908459093866,5
9,9,7,0,6,0,17,1,1,-2,-2,-2,-2
10,1,2,0,8,3,20,5,2,-2,-2,-2,-2
11,0,2,1,9,2,22,8,1,-2,-2,-2,-2
12,2,7,1,9,1,21,9,2,8,[ 9.39101612 19.35533742 20.53396465],29.697050188513746,16
13,3,8,2,8,0,24,0,0,5,[ 7.32558181 19.08275074 24.66337927],27.932421968529365,14
14,5,8,2,5,3,26,3,2,3,[ 7.25761859 19.02462354 25.01616723],27.932421968529365,13
15,4,3,1,1,0,23,5,0,9,[ 28.84609473  21.62535384 -16.70680614],74.22381762019602,17
16,8,7,0,1,1,27,3,1,2,[ 9.41278274 19.00884807 20.42413497],29.697050188513746,12
17,9,1,1,0,0,25,8,2,4,[ 28.70677844  21.57511178 -15.93637096],74.22381762019602,15
18,6,0,1,5,0,28,9,2,7,[18.71360661 20.00030018  8.21252936],53.83075353551586,19
19,7,4,2,3,0,29,1,1,6,[18.88763459 19.98987894  9.12591398],53.83075353551586,18
20,1,5,2,3,1,31,0,0,4,[16.12832515 20.0006931  17.84181141],58.61600708505593,23
21,2,9,2,7,0,33,0,1,-2,-2,-2,-2
22,0,8,1,7,0,32,0,0,-2,-2,-2,-2
23,4,5,0,0,3,34,4,1,1,[16.46675386 20.11382379 17.11566798],58.61600708505593,20
24,3,0,0,0,1,30,1,2,-2,-2,-2,-2
25,9,8,2,1,1,38,7,0,5,[15.77881549 20.58487541 13.43496159],71.73137381685396,26
26,5,3,2,6,0,36,1,2,9,[15.9690194  19.78217352 12.68353208],71.73137381685396,25
27,8,3,1,5,3,35,4,2,-2,-2,-2,-2
28,6,9,2,3,0,39,7,0,-2,-2,-2,-2
29,7,1,1,0,0,37,2,1,-2,-2,-2,-2
30,3,1,2,0,1,41,8,1,2,[25.12833832 20.3251443  15.39427462],87.66786391605818,33
31,1,0,0,8,2,44,7,0,0,[26.50177884 19.07577732 20.033076  ],78.5983399516436,32
32,0,0,0,4,0,40,6,2,1,[26.52533779 19.07063198 20.06604405],78.5983399516436,31
33,2,0,1,2,1,42,8,0,3,[25.16537217 19.99083682 16.2420385 ],87.66786391605818,30
34,4,4,1,2,0,43,5,0,-2,-2,-2,-2
35,8,4,2,9,3,46,7,2,9,[11.24270126 22.49003765 12.68024039],99.34592247473743,38
36,5,1,2,4,3,47,9,1,7,[26.80791454 16.44078448 34.21392794],74.59403527945982,37
37,7,2,1,6,3,48,5,0,5,[26.32620215 15.66297124 33.31189027],74.59403527945982,36
38,9,7,0,6,3,45,5,2,8,[11.22723311 22.02549002 11.73594584],99.34592247473743,35
39,6,7,0,1,2,49,9,1,-2,-2,-2,-2
40,0,6,2,1,3,54,4,0,-2,-2,-2,-2
41,3,8,1,7,3,51,4,1,2,[ 7.40786822 19.24395913 21.89949655],105.15675893313731,42
42,2,8,0,6,1,50,3,0,3,[ 7.15045432 18.98359172 20.57475461],105.15675893313731,41
43,4,5,0,1,0,52,0,2,-2,-2,-2,-2
44,1,7,0,7,2,53,6,2,-2,-2,-2,-2
45,9,5,2,3,2,56,2,1,-2,-2,-2,-2
46,8,7,2,1,1,58,6,0,-2,-2,-2,-2
47,5,9,1,6,3,57,3,1,-2,-2,-2,-2
48,7,5,0,7,1,55,7,0,-2,-2,-2,-2
49,6,9,1,6,1,59,9,2,-2,-2,-2,-2
50,2,3,0,1,1,60,1,0,-2,-2,-2,-2
51,3,4,1,2,1,61,5,1,0,[18.67083141 20.11034785 15.43490549],138.4875019546279,54
52,4,0,2,4,3,63,4,2,1,[20.18678777 23.606582    8.70564773],151.14222626041843,53
53,1,6,2,1,3,65,6,2,4,[20.12284492 23.29930326  9.79947604],151.14222626041843,52
54,0,4,0,2,2,62,3,1,3,[17.93818325 20.01522848 16.44073215],138.4875019546279,51
55,7,7,0,4,1,64,1,2,-2,-2,-2,-2
56,9,2,1,6,2,67,8,1,5,[17.68695173 21.26474207 12.95203048],152.7823382466347,57
57,5,3,1,5,1,66,9,0,9,[17.4781687  20.45202476 13.12734698],152.7823382466347,56
58,8,6,0,7,3,68,4,0,-2,-2,-2,-2
59,6,9,2,8,2,70,2,0,-2,-2,-2,-2
60,2,1,0,3,0,69,4,0,-2,-2,-2,-2
61,3,5,1,7,2,-1,-1,-1,0,[16.05934318 17.13058787 30.85464584],146.04177403719027,62
62,0,3,1,0,2,-1,-1,-1,3,[15.97669897 16.89076948 31.89315966],146.04177403719027,61
63,4,4,2,1,3,-1,-1,-1,-2,-2,-2,-2
64,7,1,2,2,0,-1,-1,-1,-2,-2,-2,-2
65,1,6,2,0,1,-1,-1,-1,8,[16.99739607 20.09797063 17.10798664],173.24411918770383,68
66,5,9,0,9,0,-1,-1,-1,-2,-2,-2,-2
67,9,8,1,7,0,-1,-1,-1,2,[ 3.5024901  17.58600704 45.23443358],142.32592566949043,69
68,8,4,0,4,3,-1,-1,-1,1,[17.01677974 20.12739511 17.07747619],173.24411918770383,65
69,2,4,0,0,0,-1,-1,-1,9,[ 3.51787536 17.2150319  45.1922559 ],142.32592566949043,67
70,6,2,0,6,2,-1,-1,-1,-2,-2,-2,-2
