eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,6,2,4,0,11,9,0,2,[15.08796014 19.80646475 12.26746732],14.385727641193219,2
1,1,4,1,1,0,10,1,1,-2,-2,-2,-2
2,2,8,0,1,2,13,0,0,0,[14.80716965 21.1605468  12.06117799],14.385727641193219,0
3,3,0,2,7,3,17,9,1,5,[14.9080134  23.81210354  7.97404723],26.357963194311925,5
4,4,9,0,1,0,15,7,2,6,[13.86659186 19.68949942 11.68611628],17.62662549727456,6
5,5,8,2,4,3,16,0,1,3,[14.89556983 23.84946441  7.84105275],26.357963194311925,3
6,6,3,0,8,1,12,5,2,4,[14.00342242 20.56284082 11.15669102],17.62662549727456,4
7,7,0,2,0,2,14,9,1,-2,-2,-2,-2
8,8,4,2,0,3,19,0,0,9,[26.54446729 25.49297264  1.99061275],36.466388944937904,9
9,9,5,1,0,3,18,9,2,8,[26.6032199  25.52774286  1.87345458],36.466388944937904,8
10,1,1,1,5,2,20,1,2,-2,-2,-2,-2
11,0,9,0,2,1,21,5,1,-2,-2,-2,-2
12,6,5,2,5,0,22,3,1,2,[15.02343491 19.97237435  9.42573582],48.53287460599898,13
13,2,0,0,9,0,27,0,0,6,[15.27372608 19.81350902 10.00693367],48.53287460599898,12
14,7,9,1,8,2,23,6,0,-2,-2,-2,-2
15,4,7,2,9,1,25,4,2,3,[ 8.67429813 19.9799202  17.99851433],42.956260210680654,17
16,5,0,1,5,2,26,2,2,8,[26.91071826 18.9057685  23.16737188],34.517541229400614,19
17,3,9,1,2,3,29,9,0,4,[ 8.59799614 20.4554442  18.03856628],42.956260210680654,15
18,9,9,2,7,1,28,3,0,-2,-2,-2,-2
19,8,0,0,3,3,24,5,0,5,[27.61304276 18.02209841 23.0021042 ],34.517541229400614,16
20,1,1,2,4,2,32,2,2,-2,-2,-2,-2
21,0,5,1,7,1,31,6,1,-2,-2,-2,-2
22,6,3,1,4,0,33,4,1,8,[ 15.96160055  21.58488367 -16.08621756],101.61461376448796,24
23,7,6,0,7,0,30,9,2,-2,-2,-2,-2
24,8,5,0,5,0,34,2,0,6,[ 15.97536479  21.66194414 -15.02225937],101.61461376448796,22
25,4,4,2,9,2,38,9,0,-2,-2,-2,-2
26,5,2,2,7,0,39,0,2,3,[12.14497321 20.23979677  4.8452735 ],88.3119536578599,29
27,2,0,0,3,0,35,4,2,-2,-2,-2,-2
28,9,3,0,2,2,36,5,2,-2,-2,-2,-2
29,3,9,0,6,0,37,4,1,5,[12.1329843  20.26501992  3.89313862],88.3119536578599,26
30,7,9,2,4,0,42,5,2,1,[12.82304734 19.91071527 10.48184434],100.22036749959486,32
31,0,6,1,0,3,43,8,1,6,[14.89671457 20.31051255 18.50045475],88.07963382675902,33
32,1,2,2,9,0,44,4,0,7,[12.88200697 19.83526804 11.77411895],100.22036749959486,30
33,6,4,1,9,2,41,0,2,0,[14.9064267  19.96306638 18.58883019],88.07963382675902,31
34,8,2,0,3,0,40,6,2,-2,-2,-2,-2
35,2,4,2,7,3,45,4,1,-2,-2,-2,-2
36,9,5,2,2,0,46,6,0,3,[16.03453542 19.34166288 20.22868259],94.32148001546048,37
37,3,4,1,9,2,47,4,0,9,[16.12259703 19.42384365 20.92388998],94.32148001546048,36
38,4,9,0,0,0,49,3,1,5,[19.60333283 19.97952687  7.75892797],114.39002912709486,39
39,5,0,2,4,0,48,5,2,4,[19.68743149 20.08876751  7.43213154],114.39002912709486,38
40,8,6,2,8,3,50,1,1,-2,-2,-2,-2
41,6,0,2,2,3,51,5,1,3,[29.89875436 14.19594191 42.2049538 ],90.6672963067829,47
42,7,5,2,9,3,54,3,2,-2,-2,-2,-2
43,0,8,1,1,0,56,6,2,2,[13.64634683 19.57040403 14.80475864],124.03737337793774,45
44,1,4,0,9,2,53,4,0,9,[12.97956172 20.81739523 13.37334671],123.92878386420807,46
45,2,4,1,9,0,55,8,1,0,[13.52585291 19.49649502 15.93811405],124.03737337793774,43
46,9,6,0,5,1,52,0,0,1,[13.10682706 20.02628664 14.35650377],123.92878386420807,44
47,3,4,0,9,2,57,8,1,6,[30.12388764 13.21598442 42.4401919 ],90.6672963067829,41
48,5,5,2,9,2,58,0,1,-2,-2,-2,-2
49,4,3,1,8,0,59,9,1,-2,-2,-2,-2
50,8,1,1,2,0,60,5,2,-2,-2,-2,-2
51,6,5,1,2,2,63,1,2,-2,-2,-2,-2
52,9,0,0,1,0,61,3,0,-2,-2,-2,-2
53,1,4,0,6,1,62,5,1,-2,-2,-2,-2
54,7,3,2,7,2,65,5,0,0,[ 7.69039156 25.50229173 -6.25554866],180,56
55,2,8,1,2,0,67,0,0,-2,-2,-2,-2
56,0,6,2,8,2,66,0,1,7,[ 7.19666734 25.49989428 -6.24395228],180,54
57,3,8,1,9,0,64,0,2,-2,-2,-2,-2
58,5,0,1,5,0,68,3,2,-2,-2,-2,-2
59,4,9,1,0,1,-1,-1,-1,-2,-2,-2,-2
60,8,5,2,8,1,-1,-1,-1,1,[14.57192694 19.04388083 25.05964036],159.14615915147235,62
61,9,3,0,1,1,-1,-1,-1,-2,-2,-2,-2
62,1,5,1,6,1,-1,-1,-1,8,[14.78441307 18.53089639 26.10193213],159.14615915147235,60
63,6,1,2,6,0,-1,-1,-1,-2,-2,-2,-2
64,3,0,2,9,2,-1,-1,-1,0,[37.54425265 16.49629439 37.30610692],151.7377907528754,66
65,7,5,0,3,1,-1,-1,-1,-2,-2,-2,-2
66,0,0,1,7,2,-1,-1,-1,3,[37.59776338 15.74178405 36.86874676],151.7377907528754,64
67,2,0,0,6,0,-1,-1,-1,-2,-2,-2,-2
68,5,3,2,5,0,-1,-1,-1,-2,-2,-2,-2
