eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,7,0,0,2,13,1,1,1,[17.23598334 21.18599593 11.96386369],12.490113207063802,1
1,1,2,0,6,3,10,5,2,0,[17.45060759 22.22627164 11.17091555],12.490113207063802,0
2,2,0,1,3,0,11,3,0,3,[25.03203892 19.36722693 17.92037166],7.303715993582284,3
3,3,1,1,0,3,12,8,0,2,[24.55529519 20.2241555  18.77566951],7.303715993582284,2
4,4,9,2,6,1,18,5,2,5,[12.96994213 22.09496441  2.04342279],31.080782928962186,5
5,5,7,2,6,1,17,0,1,4,[13.02709939 22.12577119  1.81102811],31.080782928962186,4
6,6,6,0,3,3,15,8,2,-2,-2,-2,-2
7,7,2,2,5,1,19,8,1,-2,-2,-2,-2
8,8,3,0,1,0,14,0,0,9,[19.4354252  19.10395735 19.61479358],8.499999999999977,9
9,9,3,0,1,1,16,1,1,8,[19.19810532 19.00018772 20.47578213],8.499999999999977,8
10,1,5,2,8,1,22,6,0,3,[11.96020447 20.36054451 15.1272288 ],37.37733273425786,12
11,2,3,0,8,0,20,3,2,-2,-2,-2,-2
12,3,8,0,2,1,23,4,1,1,[12.19394332 20.0777613  14.04952776],37.37733273425786,10
13,0,1,1,6,3,24,4,0,8,[27.55884097 17.07634494 28.80755303],21.324262716071534,14
14,8,0,0,1,3,21,5,0,0,[27.46785829 16.29471922 27.86321432],21.324262716071534,13
15,6,8,2,5,3,25,3,2,-2,-2,-2,-2
16,9,1,1,7,0,26,6,2,-2,-2,-2,-2
17,5,0,1,7,0,28,1,0,-2,-2,-2,-2
18,4,5,2,1,2,27,3,2,-2,-2,-2,-2
19,7,8,1,2,2,29,5,1,-2,-2,-2,-2
20,2,3,2,5,3,33,7,2,-2,-2,-2,-2
21,8,5,0,7,1,30,0,1,1,[13.85984482 19.60141469 16.89028457],57.40241295678478,22
22,1,6,0,1,3,32,1,1,8,[13.59701943 19.85385621 17.84725663],57.40241295678478,21
23,3,4,1,4,0,31,3,0,0,[16.97904993 19.20910206 20.34513262],58.88924568742025,24
24,0,4,0,0,0,34,2,1,3,[17.19940544 19.11125851 19.51593042],58.88924568742025,23
25,6,3,2,3,3,35,6,0,-2,-2,-2,-2
26,9,6,2,1,2,37,0,0,4,[17.07213353 20.99767975 15.53308266],72.65111227607255,27
27,4,3,2,6,3,39,6,0,9,[17.03110844 21.40481758 16.54332716],72.65111227607255,26
28,5,1,0,6,1,36,3,2,-2,-2,-2,-2
29,7,5,1,2,1,38,3,0,-2,-2,-2,-2
30,8,0,1,7,1,41,8,0,-2,-2,-2,-2
31,3,3,0,8,0,40,5,1,-2,-2,-2,-2
32,1,1,1,7,2,44,3,2,0,[21.64299068 19.94867944 18.65113168],86.42231476868483,34
33,2,7,2,4,0,43,8,2,6,[11.7004393  19.41177861 19.02772699],88.20618840493333,35
34,0,2,1,2,1,42,7,0,1,[21.76943353 19.5568745  19.17285827],86.42231476868483,32
35,6,6,0,3,3,45,3,1,2,[12.07009159 19.03335916 20.15626126],88.20618840493333,33
36,5,3,2,3,0,49,9,2,-2,-2,-2,-2
37,9,0,0,0,1,46,8,2,7,[26.30496252  7.15765327 91.1003229 ],11.671356190238981,38
38,7,3,0,4,1,47,1,2,9,[26.28991328  7.2105702  90.78474571],11.671356190238981,37
39,4,6,0,9,1,48,1,0,-2,-2,-2,-2
40,3,5,1,9,0,52,6,1,0,[12.16788436 19.45118447 16.6329273 ],113.21463792768665,42
41,8,8,0,4,2,50,3,2,-2,-2,-2,-2
42,0,7,0,3,1,51,1,1,3,[12.20680122 19.82311287 15.56815775],113.21463792768665,40
43,2,8,2,0,1,58,6,2,4,[16.86353821 20.57845016 13.48343124],126.55105103062365,48
44,1,3,2,0,3,54,4,2,6,[19.4756449  19.2135563  24.34361828],111.2818562104004,45
45,6,3,1,5,0,53,0,0,1,[19.617039   18.9725006  23.97329045],111.2818562104004,44
46,9,8,2,7,3,56,0,1,-2,-2,-2,-2
47,7,1,2,0,1,55,1,1,-2,-2,-2,-2
48,4,1,0,9,2,59,0,0,2,[16.85222095 20.9961981  12.68962689],126.55105103062365,43
49,5,9,2,9,1,57,4,1,-2,-2,-2,-2
50,8,3,2,4,0,61,8,0,0,[18.48607733 19.69380513 14.1971227 ],144.14655803617111,51
51,0,1,1,7,1,62,7,1,8,[18.39188817 20.3730708  13.66057263],144.14655803617111,50
52,3,6,1,9,1,60,1,0,-2,-2,-2,-2
53,6,0,0,9,3,68,2,0,-2,-2,-2,-2
54,1,4,2,5,1,63,1,2,5,[16.70781798 19.45648057 21.94714439],143.24997020375184,57
55,7,1,1,4,3,65,4,0,-2,-2,-2,-2
56,9,0,1,3,0,64,3,0,4,[25.99853633 19.17496635 20.86858571],144.03966173279107,59
57,5,4,1,7,0,67,3,1,1,[16.89317714 19.07698491 22.3710791 ],143.24997020375184,54
58,2,6,2,2,0,69,9,2,-2,-2,-2,-2
59,4,0,0,1,3,66,9,1,9,[26.646034   18.69297175 21.11416368],144.03966173279107,56
60,3,1,0,8,2,-1,-1,-1,-2,-2,-2,-2
61,8,8,0,6,3,-1,-1,-1,-2,-2,-2,-2
62,0,7,1,9,3,-1,-1,-1,-2,-2,-2,-2
63,1,1,2,4,3,-1,-1,-1,-2,-2,-2,-2
64,9,3,0,5,0,-1,-1,-1,7,[18.26250455 19.42042445 15.32959248],173.27876969760894,65
65,7,4,0,2,1,-1,-1,-1,9,[18.17813956 19.8187932  15.5939187 ],173.27876969760894,64
66,4,9,1,8,3,-1,-1,-1,-2,-2,-2,-2
67,5,3,1,8,2,-1,-1,-1,6,[20.96993067 18.34823275 25.58173465],164.65985518181233,68
68,6,2,0,1,2,-1,-1,-1,5,[20.97199161 17.71269917 25.24531654],164.65985518181233,67
69,2,9,2,0,2,-1,-1,-1,-2,-2,-2,-2
