eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,2,0,8,3,10,1,1,-2,-2,-2,-2
1,1,8,2,1,0,16,8,0,6,[20.592404   20.11729744  6.9434655 ],25.793137610512673,6
2,2,0,2,3,1,13,1,2,3,[19.92568904 22.04871334  2.39232335],28.21211797683334,3
3,3,8,0,3,1,12,6,1,2,[20.06284715 22.17645179  1.53370586],28.21211797683334,2
4,4,9,0,6,3,11,6,1,5,[ 5.09074099 19.21087295 19.65671021],4.4999999999999964,5
5,5,9,0,3,3,14,4,1,4,[ 4.64080945 18.95282155 20.38290646],4.4999999999999964,4
6,6,5,2,2,0,17,6,1,1,[20.07079442 20.05849618  7.9506247 ],25.793137610512673,1
7,7,1,2,1,1,15,8,0,-2,-2,-2,-2
8,8,8,2,7,1,19,3,1,-2,-2,-2,-2
9,9,8,1,6,3,18,1,1,-2,-2,-2,-2
10,0,1,1,2,1,20,0,1,-2,-2,-2,-2
11,4,6,1,4,3,22,0,0,3,[12.1703114  19.13640724 22.242258  ],29.0926191289474,12
12,3,6,1,9,0,21,6,1,4,[12.17720566 19.05812124 22.66034346],29.0926191289474,11
13,2,1,2,2,2,25,4,0,-2,-2,-2,-2
14,5,4,1,7,2,26,8,0,6,[14.33453421 21.05568441 13.85733752],43.883755925960166,17
15,7,8,0,7,1,23,7,1,1,[ 7.32012688 19.07551843 20.02653738],34.37829115440005,16
16,1,8,0,8,2,24,9,2,7,[ 7.31479595 19.06653464 20.06841884],34.37829115440005,15
17,6,6,1,4,1,27,4,2,5,[14.24627198 20.26732506 14.37473996],43.883755925960166,14
18,9,1,1,9,2,29,6,1,8,[20.4787361  20.03554258 18.27497798],41.626194458618265,19
19,8,3,1,2,0,28,0,0,9,[20.0268195  19.41981564 17.11395168],41.626194458618265,18
20,0,0,1,0,1,30,2,1,4,[26.5224412  19.42692421 20.05049416],55.115788230137014,22
21,3,6,1,1,1,32,8,1,2,[15.45802349 19.904601   16.82444311],62.095784152930236,25
22,4,0,0,5,1,31,7,1,0,[26.53296541 19.06745754 20.07460959],55.115788230137014,20
23,7,7,1,3,1,34,5,1,8,[18.79444349 21.80976715  3.95766079],79.87434681809896,28
24,1,9,2,7,0,36,9,0,-2,-2,-2,-2
25,2,4,0,8,3,33,8,1,3,[15.50472064 20.15040262 17.01272954],62.095784152930236,21
26,5,8,0,2,0,37,3,1,-2,-2,-2,-2
27,6,4,2,2,1,38,9,2,-2,-2,-2,-2
28,8,0,0,4,1,35,7,0,7,[18.79432296 21.68256298  4.47907791],79.87434681809896,23
29,9,6,1,6,2,39,3,2,-2,-2,-2,-2
30,0,2,1,7,1,40,1,2,4,[ 8.21802191 22.81144485 -2.80729714],109.22354490516535,31
31,4,7,1,8,1,41,7,1,0,[ 8.20391103 22.8188352  -2.85720885],109.22354490516535,30
32,3,8,1,0,3,47,9,1,2,[ 7.31953479 19.07313179 22.44391306],83.1749003264251,33
33,2,8,1,2,1,46,1,0,3,[ 7.31321141 19.07139409 22.45161211],83.1749003264251,32
34,7,5,1,2,3,43,6,1,8,[ 26.4349787   29.25715356 -10.01195374],124.12559209164955,35
35,8,7,0,3,3,42,1,2,7,[26.16766492 29.58584059 -9.54004091],124.12559209164955,34
36,1,9,0,4,1,44,9,2,-2,-2,-2,-2
37,5,3,1,3,0,45,9,1,-2,-2,-2,-2
38,6,9,2,0,3,49,9,1,-2,-2,-2,-2
39,9,3,2,3,1,48,1,1,-2,-2,-2,-2
40,0,1,2,2,1,51,5,0,-2,-2,-2,-2
41,4,7,1,9,1,50,5,1,-2,-2,-2,-2
42,8,1,2,5,3,54,4,1,7,[19.01770797 22.78251472 11.63910198],126.78578440299512,43
43,7,6,1,1,3,53,7,1,8,[19.09890663 22.75869347 10.69824894],126.78578440299512,42
44,1,9,2,3,0,56,6,2,9,[21.94328378 20.60370195 -1.387764  ],146.12212470928682,48
45,5,9,1,1,3,58,4,0,-2,-2,-2,-2
46,2,1,0,0,2,52,1,2,-2,-2,-2,-2
47,3,9,1,9,1,55,2,2,-2,-2,-2,-2
48,9,1,1,2,0,57,6,2,1,[21.7827822  20.58304524 -0.72355692],146.12212470928682,44
49,6,9,1,7,1,59,8,0,-2,-2,-2,-2
50,4,5,1,7,0,61,4,2,0,[14.39936415 19.11349051 21.81128509],131.25964711485855,51
51,0,5,0,5,1,60,9,1,4,[14.47676545 18.91328106 20.99406164],131.25964711485855,50
52,2,1,2,8,1,63,2,1,-2,-2,-2,-2
53,7,7,1,6,2,62,7,0,5,[ 7.18498834 15.43108012 38.21422462],121.99249218789046,58
54,8,4,1,9,3,64,4,1,-2,-2,-2,-2
55,3,2,2,6,3,67,0,0,-2,-2,-2,-2
56,1,6,2,8,2,66,5,0,9,[12.01758318 19.20078938 24.22457083],144.10401386750615,57
57,9,6,2,6,1,68,9,1,1,[12.09127959 18.98747094 25.48517515],144.10401386750615,56
58,5,4,0,0,2,65,8,2,7,[ 7.12328232 14.2657717  38.4259365 ],121.99249218789046,53
59,6,8,0,3,1,69,6,0,-2,-2,-2,-2
60,0,9,1,2,0,-1,-1,-1,-2,-2,-2,-2
61,4,4,2,9,1,-1,-1,-1,-2,-2,-2,-2
62,7,7,0,4,3,-1,-1,-1,-2,-2,-2,-2
63,2,2,1,5,1,-1,-1,-1,8,[19.42294555 20.15276218 15.14845494],177.02409071007187,64
64,8,4,1,1,1,-1,-1,-1,2,[19.41538421 20.09889039 15.51228493],177.02409071007187,63
65,5,8,2,9,0,-1,-1,-1,9,[ 7.03416072 19.41937528 18.89760977],177.44526713980449,68
66,1,5,0,3,0,-1,-1,-1,-2,-2,-2,-2
67,3,0,0,3,3,-1,-1,-1,-2,-2,-2,-2
68,9,9,1,5,2,-1,-1,-1,5,[ 7.00239803 20.02668286 18.31334424],177.44526713980449,65
69,6,6,0,3,2,-1,-1,-1,-2,-2,-2,-2
