eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,9,0,5,3,11,8,0,-2,-2,-2,-2
1,1,3,2,0,2,13,7,0,-2,-2,-2,-2
2,2,6,1,0,1,15,7,2,6,[16.63080845 20.02091896 16.0388749 ],10.773790948752392,6
3,3,1,0,0,2,10,8,2,4,[26.65826559 23.98042704  1.27830831],24.74028277411803,4
4,4,2,0,0,2,12,2,2,3,[26.39954587 23.64361421  2.56623848],24.74028277411803,3
5,5,0,2,3,1,17,6,2,9,[26.74402128 18.96907739 25.62392917],4.093691799060367,9
6,6,5,0,1,2,14,8,0,2,[16.50725349 20.03524207 16.36420269],10.773790948752392,2
7,7,7,1,1,1,18,5,0,-2,-2,-2,-2
8,8,8,1,6,0,16,4,1,-2,-2,-2,-2
9,9,1,1,7,3,19,6,1,5,[26.44719572 17.94921802 26.02575884],4.093691799060367,5
10,3,8,2,3,0,22,6,0,6,[13.78785286 19.76618331 12.95741552],40.71326625352548,14
11,0,8,0,5,1,20,6,2,-2,-2,-2,-2
12,4,2,2,1,2,21,8,2,-2,-2,-2,-2
13,1,7,0,0,1,24,6,0,-2,-2,-2,-2
14,6,8,0,1,0,25,7,2,3,[13.19708724 19.53503186 13.77772251],40.71326625352548,10
15,2,7,2,3,1,27,0,1,5,[-1.59726949 15.66017945 50.58500045],0.2890456876207473,17
16,8,4,1,6,1,23,4,1,7,[15.67019457 20.04103923 15.90299012],40.85233843608678,18
17,5,6,2,1,1,29,7,2,2,[-1.79441374 15.60629453 50.99148789],0.2890456876207473,15
18,7,5,0,3,3,26,2,2,8,[15.47004061 20.23645249 16.77057199],40.85233843608678,16
19,9,6,1,5,2,28,5,1,-2,-2,-2,-2
20,0,6,2,1,1,30,0,2,-2,-2,-2,-2
21,4,8,2,9,2,31,1,2,-2,-2,-2,-2
22,3,6,0,0,0,33,9,1,-2,-2,-2,-2
23,8,4,1,1,3,34,4,2,-2,-2,-2,-2
24,1,6,0,9,3,32,0,2,-2,-2,-2,-2
25,6,7,2,2,0,37,8,1,-2,-2,-2,-2
26,7,2,2,1,0,36,6,1,-2,-2,-2,-2
27,2,0,1,2,3,35,2,1,-2,-2,-2,-2
28,9,5,1,1,1,38,3,2,-2,-2,-2,-2
29,5,7,2,7,0,39,5,0,-2,-2,-2,-2
30,0,0,2,3,1,40,4,2,3,[16.69416626 23.50829515 -8.61820835],119.61273471728684,33
31,4,1,2,0,2,42,0,1,-2,-2,-2,-2
32,1,0,2,0,3,43,2,2,-2,-2,-2,-2
33,3,9,1,6,1,41,4,2,0,[16.63011252 23.46879734 -7.24681091],119.61273471728684,30
34,8,4,2,3,3,46,1,0,2,[18.91654822 23.55329295  8.89534218],103.96694188107702,35
35,2,2,1,4,3,45,0,1,8,[18.88635468 23.42402328  8.57788274],103.96694188107702,34
36,7,6,1,8,0,44,7,2,5,[12.35444643 18.98407186 23.79585136],86.47676216086319,39
37,6,8,1,0,1,49,8,0,9,[16.69880305 20.55245715 12.44906403],106.40067157598439,38
38,9,3,2,5,1,48,6,0,6,[16.96949086 20.83395901 11.55596933],106.40067157598439,37
39,5,5,0,2,3,47,0,2,7,[12.92401251 17.7114498  23.87631706],86.47676216086319,36
40,0,4,2,3,3,51,4,2,3,[16.98348037 19.22283353 24.31059388],109.59057663237424,41
41,3,4,2,9,3,54,3,1,0,[17.14621185 18.93339646 25.34091071],109.59057663237424,40
42,4,0,1,2,0,50,0,0,8,[26.80099212 18.98666503 23.75608642],109.00776998953643,46
43,1,2,2,6,0,53,5,2,9,[12.91934273 20.42393261  1.69135952],138.94617814960932,48
44,7,7,2,5,2,56,0,0,2,[14.79186468 23.40210185  3.90298736],137.2900377278117,45
45,2,0,1,6,2,57,5,1,7,[14.96662239 23.1236107   4.90235253],137.2900377278117,44
46,8,1,0,6,2,52,9,2,4,[26.2844626  18.14697512 23.58469957],109.00776998953643,42
47,5,0,2,9,3,59,1,0,-2,-2,-2,-2
48,9,6,0,6,0,55,8,0,1,[12.99743615 20.39119322  2.18465779],138.94617814960932,43
49,6,8,0,7,3,58,7,2,-2,-2,-2,-2
50,4,0,0,6,1,60,7,0,-2,-2,-2,-2
51,0,4,2,8,3,62,4,0,9,[12.55152585 22.40679113 12.97657524],151.8082019606301,55
52,8,9,2,0,2,68,3,0,1,[11.31687771 20.4725199  18.07326021],150.060785858738,53
53,1,5,2,9,2,65,0,2,8,[11.59271096 20.74361519 16.76198296],150.060785858738,52
54,3,3,1,9,1,66,0,1,2,[12.54316105 20.64437541 11.82828239],154.97725757291178,57
55,9,8,0,3,3,63,7,1,0,[12.66080719 21.83048299 12.28472554],151.8082019606301,51
56,7,0,0,2,3,61,7,2,-2,-2,-2,-2
57,2,5,1,7,1,64,9,2,3,[12.58766498 20.62763042 11.9413718 ],154.97725757291178,54
58,6,7,2,5,3,67,0,1,-2,-2,-2,-2
59,5,1,0,6,1,69,9,1,-2,-2,-2,-2
60,4,7,0,0,2,-1,-1,-1,0,[17.49456975 21.25869045 11.68588896],175.46470365776378,62
61,7,7,2,6,2,-1,-1,-1,9,[10.17929469 19.73820506 21.62511226],168.54884804534638,63
62,0,4,0,4,1,-1,-1,-1,4,[17.17059896 20.33129128 12.53756773],175.46470365776378,60
63,9,7,1,1,2,-1,-1,-1,7,[ 9.98247758 19.15846519 22.07308958],168.54884804534638,61
64,2,9,2,8,2,-1,-1,-1,-2,-2,-2,-2
65,1,0,2,0,1,-1,-1,-1,-2,-2,-2,-2
66,3,0,1,3,0,-1,-1,-1,-2,-2,-2,-2
67,6,0,1,8,1,-1,-1,-1,-2,-2,-2,-2
68,8,3,0,7,2,-1,-1,-1,-2,-2,-2,-2
69,5,9,1,9,2,-1,-1,-1,-2,-2,-2,-2
