eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,8,0,4,3,10,6,2,-2,-2,-2,-2
1,1,1,1,6,3,12,1,2,3,[16.48900375 23.49329519  8.35711733],19.467878637099055,3
2,2,4,2,8,0,13,3,2,4,[12.34050446 19.79857308 12.40263731],16.7547667864122,4
3,3,0,0,7,3,15,7,1,1,[17.11850813 22.90946307  9.24831002],19.467878637099055,1
4,4,7,2,5,0,14,4,0,2,[12.41544999 19.72229905 13.70907343],16.7547667864122,2
5,5,6,2,3,1,17,0,1,6,[ 26.55810109  24.78942312 -18.28255198],55.93522863078963,6
6,6,4,2,2,1,18,2,0,5,[ 26.65907308  24.83745873 -18.64491443],55.93522863078963,5
7,7,6,0,7,1,11,3,1,-2,-2,-2,-2
8,8,4,0,8,2,16,6,1,-2,-2,-2,-2
9,9,2,1,1,2,19,4,2,-2,-2,-2,-2
10,0,6,2,4,1,20,1,0,-2,-2,-2,-2
11,7,3,1,8,2,23,9,0,4,[17.01841395 20.07759048 18.09289298],34.718318546104086,14
12,1,1,2,2,2,24,6,0,2,[24.99341542 17.06029535 34.5780564 ],18.47508766123344,13
13,2,3,2,9,1,28,1,1,1,[24.7972085  17.79955121 34.44639115],18.47508766123344,12
14,4,4,0,4,3,21,5,1,7,[16.99680703 19.91792317 17.66696238],34.718318546104086,11
15,3,7,1,7,0,22,4,2,8,[ 9.51681657 18.81402435 26.40343969],27.88397954350014,16
16,8,6,1,1,3,27,0,0,3,[10.07422632 17.99392338 25.88328556],27.88397954350014,15
17,5,0,1,1,2,25,7,2,-2,-2,-2,-2
18,6,2,0,7,0,26,7,0,-2,-2,-2,-2
19,9,4,2,8,0,29,0,2,-2,-2,-2,-2
20,0,1,0,6,1,30,0,1,4,[12.94022202 22.12908722  1.81617083],77.90772411636551,21
21,4,5,1,6,1,32,1,0,0,[13.01976816 22.090297    2.06306669],77.90772411636551,20
22,3,4,2,2,2,35,6,2,8,[20.1138256  22.02311603 10.57308763],73.41656868034175,27
