eventID,droneID,startingLaunchpadIndexX,startingLaunchpadIndexY,shelfIndexX,shelfIndexY,followedBy,teleportToLaunchpadIndexX,teleportToLaunchpadIndexY,collidesWithNum,collidesAtPos,collidesAtTime,collidesWithEvent
0,0,7,1,4,3,10,9,0,-2,-2,-2,-2
1,1,4,2,5,1,11,9,2,-2,-2,-2,-2
2,2,0,1,8,0,15,2,2,5,[24.59550238 19.21456103 20.26142225],5.237174941718056,5
3,3,6,2,1,2,14,2,2,6,[24.26782368 23.79361212  2.00926755],32.21910775374618,6
4,4,0,2,1,1,12,4,0,-2,-2,-2,-2
5,5,1,0,9,1,16,8,1,2,[23.96724229 19.09729229 19.89668606],5.237174941718056,2
6,6,0,2,1,2,13,8,2,3,[24.30143357 23.82839754  1.84101182],32.21910775374618,3
7,7,9,1,2,2,19,8,0,8,[14.47589717 21.71554375 10.99987083],23.82978550418646,8
8,8,4,2,6,1,17,2,0,7,[14.54257194 20.91804538 10.92165371],23.82978550418646,7
9,9,9,2,8,0,18,5,1,-2,-2,-2,-2
10,0,9,0,7,3,20,2,2,-2,-2,-2,-2
11,1,9,2,0,0,28,6,2,8,[16.35626776 19.77888942 12.73978269],46.943411508416034,17
12,4,4,0,2,1,21,8,2,-2,-2,-2,-2
13,6,8,2,2,1,29,2,2,5,[21.85152415 22.0690759   2.23871593],63.834063461569755,16
14,3,2,2,0,0,24,2,1,2,[21.72190608 19.07358671 24.8203426 ],34.01810608257886,15
15,2,2,2,0,1,25,8,0,3,[21.71043242 19.0684214  24.87451563],34.01810608257886,14
16,5,8,1,2,1,27,2,2,6,[22.2638616  22.15409652  1.63218852],63.834063461569755,13
17,8,2,0,7,0,22,8,1,1,[16.49490187 19.70905403 11.42133237],46.943411508416034,11
18,9,5,1,5,2,23,9,1,-2,-2,-2,-2
19,7,8,0,3,0,26,5,0,-2,-2,-2,-2
20,0,2,2,6,3,30,4,2,-2,-2,-2,-2
21,4,8,2,6,0,31,5,1,-2,-2,-2,-2
22,8,8,1,6,0,33,1,1,-2,-2,-2,-2
23,9,9,1,4,0,35,0,2,3,[12.74588977 19.90253087  9.71176982],78.19682043728461,24
24,3,2,1,9,1,36,0,2,9,[12.84698537 20.81191096 10.69680967],78.19682043728461,23
25,2,8,0,6,1,32,3,2,-2,-2,-2,-2
26,7,5,0,7,1,34,5,1,-2,-2,-2,-2
27,5,2,2,4,3,39,4,2,6,[21.65219066 19.17036489 24.49736786],65.50073012823636,29
28,1,6,2,6,1,37,5,1,-2,-2,-2,-2
29,6,2,2,3,0,38,5,1,5,[21.74702624 19.05055182 25.21488848],65.50073012823636,27
30,0,4,2,1,2,41,6,2,4,[16.06448929 18.5262534  27.48727486],77.76921497613768,31
31,4,5,1,9,2,40,8,0,0,[16.00178252 18.22251901 26.12612766],77.76921497613768,30
32,2,3,2,6,3,44,1,2,-2,-2,-2,-2
33,8,1,1,5,1,43,1,0,7,[18.15240649 21.12010599  8.61537532],103.22476686630847,34
34,7,5,1,3,0,42,8,1,8,[18.03554824 19.96488752  8.75556371],103.22476686630847,33
35,9,0,2,7,2,48,2,1,5,[15.9413489  22.24991012  9.47609351],111.0581238778969,39
36,3,0,2,7,3,49,4,2,-2,-2,-2,-2
37,1,5,1,9,0,46,2,1,6,[14.40633525 19.08973226 22.17560527],92.8481842266682,38
38,6,5,1,4,0,45,9,1,1,[14.47354182 19.05308408 22.73758562],92.8481842266682,37
39,5,4,2,5,1,47,1,2,9,[15.80095946 21.13010458  9.32195946],111.0581238778969,35
40,4,8,0,5,2,50,0,1,-2,-2,-2,-2
